,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id
1071,7.6,203,138,7,112,83,226,199,57968,801.3496,60381.275825191,370.491,51.63243,-54.59998,229
1072,9.6,204,138,7,112,83,226,253,57968,801.3496,60381.275825191,370.491,51.62503,-54.59993,229
1073,8.9,205,138,7,112,83,226,235,57968,801.3496,60381.275825191,370.491,51.61763,-54.59988,229
1074,7.0,204,138,7,122,83,226,183,57978,801.4879,60381.275826791,370.491,51.62503,-54.59993,229
1075,7.2,205,138,7,122,83,226,189,57978,801.4879,60381.275826791,370.491,51.61763,-54.59988,229
1076,6.3,204,138,6,95,84,226,167,57951,801.1146,60381.275822471,374.955,51.62503,-54.59993,229
1077,8.1,203,138,7,100,84,226,212,57956,801.1837,60381.275823271,374.955,51.63243,-54.59998,229
1078,11.6,204,138,7,103,84,226,305,57959,801.2252,60381.275823751,374.955,51.62503,-54.59993,229
1079,11.3,205,138,7,103,84,226,297,57959,801.2252,60381.275823751,374.955,51.61763,-54.59988,229
1080,7.8,206,139,7,103,84,226,205,57959,801.2252,60381.275823751,374.955,51.6103,-54.59554,229
1081,7.1,203,138,7,109,84,226,187,57965,801.3082,60381.275824711,374.955,51.63243,-54.59998,229
1082,11.1,204,138,7,104,84,226,292,57960,801.239,60381.275823911,374.955,51.62503,-54.59993,229
1083,11.0,205,138,7,104,84,226,289,57960,801.239,60381.275823911,374.955,51.61763,-54.59988,229
1084,7.4,206,139,6,106,84,226,195,57962,801.2667,60381.275824231,374.955,51.6103,-54.59554,229
1085,7.6,203,138,7,113,84,226,199,57969,801.3635,60381.275825351,374.955,51.63243,-54.59998,229
1086,9.5,204,138,7,113,84,226,251,57969,801.3635,60381.275825351,374.955,51.62503,-54.59993,229
1087,8.8,205,139,7,113,84,226,232,57969,801.3635,60381.275825351,374.955,51.61769,-54.59558,229
1088,7.3,204,138,7,120,84,226,193,57976,801.4602,60381.275826471,374.955,51.62503,-54.59993,229
1089,7.0,205,138,7,122,84,226,184,57978,801.4879,60381.275826791,374.955,51.61763,-54.59988,229
1090,6.2,204,138,6,95,85,226,162,57951,801.1146,60381.275822471,379.419,51.62503,-54.59993,229
1091,8.1,203,138,7,101,85,226,212,57957,801.1976,60381.275823431,379.419,51.63243,-54.59998,229
1092,11.0,204,138,7,103,85,226,290,57959,801.2252,60381.275823751,379.419,51.62503,-54.59993,229
1093,10.7,205,139,7,103,85,226,282,57959,801.2252,60381.275823751,379.419,51.61769,-54.59558,229
1094,7.3,206,139,7,103,85,226,191,57959,801.2252,60381.275823751,379.419,51.6103,-54.59554,229
1095,7.5,203,138,7,110,85,226,198,57966,801.322,60381.275824871,379.419,51.63243,-54.59998,229
1096,11.1,204,138,7,106,85,226,293,57962,801.2667,60381.275824231,379.419,51.62503,-54.59993,229
1097,10.7,205,138,7,104,85,226,282,57960,801.239,60381.275823911,379.419,51.61763,-54.59988,229
1098,7.4,206,139,7,104,85,226,196,57960,801.239,60381.275823911,379.419,51.6103,-54.59554,229
1099,7.4,203,138,7,113,85,226,195,57969,801.3635,60381.275825351,379.419,51.63243,-54.59998,229
1100,9.5,204,138,7,113,85,226,249,57969,801.3635,60381.275825351,379.419,51.62503,-54.59993,229
1101,8.9,205,138,7,112,85,226,235,57968,801.3496,60381.275825191,379.419,51.61763,-54.59988,229
1102,7.3,204,138,7,120,85,226,191,57976,801.4602,60381.275826471,379.419,51.62503,-54.59993,229
1103,7.1,205,138,7,123,85,226,186,57979,801.5017,60381.275826951,379.419,51.61763,-54.59988,229
1104,7.8,203,138,7,100,86,226,205,57956,801.1837,60381.275823271,383.883,51.63243,-54.59998,229
1105,10.4,204,138,7,101,86,226,273,57957,801.1976,60381.275823431,383.883,51.62503,-54.59993,229
1106,9.8,205,139,7,103,86,226,259,57959,801.2252,60381.275823751,383.883,51.61769,-54.59558,229
1107,6.5,206,139,7,101,86,226,170,57957,801.1976,60381.275823431,383.883,51.6103,-54.59554,229
1108,7.3,203,138,7,110,86,226,191,57966,801.322,60381.275824871,383.883,51.63243,-54.59998,229
1109,11.2,204,138,7,104,86,226,294,57960,801.239,60381.275823911,383.883,51.62503,-54.59993,229
1110,10.9,205,138,7,104,86,226,287,57960,801.239,60381.275823911,383.883,51.61763,-54.59988,229
1111,7.5,206,139,7,104,86,226,198,57960,801.239,60381.275823911,383.883,51.6103,-54.59554,229
1112,7.4,203,138,6,112,86,226,195,57968,801.3496,60381.275825191,383.883,51.63243,-54.59998,229
1113,9.4,204,138,7,112,86,226,248,57968,801.3496,60381.275825191,383.883,51.62503,-54.59993,229
1114,8.8,205,138,7,112,86,226,231,57968,801.3496,60381.275825191,383.883,51.61763,-54.59988,229
1115,7.4,204,138,6,120,86,226,196,57976,801.4602,60381.275826471,383.883,51.62503,-54.59993,229
1116,7.3,205,139,7,120,86,226,193,57976,801.4602,60381.275826471,383.883,51.61769,-54.59558,229
1117,7.6,203,138,7,101,87,226,201,57957,801.1976,60381.275823431,388.346,51.63243,-54.59998,229
1118,9.9,204,138,7,102,87,226,261,57958,801.2114,60381.275823591,388.346,51.62503,-54.59993,229
1119,8.9,205,138,7,102,87,226,235,57958,801.2114,60381.275823591,388.346,51.61763,-54.59988,229
1120,6.0,206,139,7,102,87,226,159,57958,801.2114,60381.275823591,388.346,51.6103,-54.59554,229
1121,7.5,203,138,7,111,87,226,198,57967,801.3358,60381.275825031,388.346,51.63243,-54.59998,229
1122,10.9,204,138,7,105,87,226,286,57961,801.2529,60381.275824071,388.346,51.62503,-54.59993,229
1123,10.6,205,138,7,106,87,226,280,57962,801.2667,60381.275824231,388.346,51.61763,-54.59988,229
1124,7.4,206,139,7,109,87,226,195,57965,801.3082,60381.275824711,388.346,51.6103,-54.59554,229
1125,7.4,203,138,7,113,87,226,194,57969,801.3635,60381.275825351,388.346,51.63243,-54.59998,229
1126,9.7,204,138,7,112,87,226,255,57968,801.3496,60381.275825191,388.346,51.62503,-54.59993,229
1127,9.5,205,138,7,112,87,226,251,57968,801.3496,60381.275825191,388.346,51.61763,-54.59988,229
1128,6.2,206,139,7,112,87,226,164,57968,801.3496,60381.275825191,388.346,51.6103,-54.59554,229
1129,8.1,204,138,7,120,87,226,214,57976,801.4602,60381.275826471,388.346,51.62503,-54.59993,229
1130,7.8,205,138,7,120,87,226,206,57976,801.4602,60381.275826471,388.346,51.61763,-54.59988,229
1131,7.5,203,138,7,102,88,226,198,57958,801.2114,60381.275823591,392.81,51.63243,-54.59998,229
1132,9.8,204,138,7,102,88,226,259,57958,801.2114,60381.275823591,392.81,51.62503,-54.59993,229
1133,8.8,205,139,7,102,88,226,232,57958,801.2114,60381.275823591,392.81,51.61769,-54.59558,229
1134,6.1,206,139,7,102,88,226,161,57958,801.2114,60381.275823591,392.81,51.6103,-54.59554,229
1135,7.3,203,138,7,111,88,226,192,57967,801.3358,60381.275825031,392.81,51.63243,-54.59998,229
1136,10.6,204,138,7,107,88,226,280,57963,801.2805,60381.275824391,392.81,51.62503,-54.59993,229
1137,10.5,205,138,7,109,88,226,277,57965,801.3082,60381.275824711,392.81,51.61763,-54.59988,229
1138,7.4,206,139,7,110,88,226,196,57966,801.322,60381.275824871,392.81,51.6103,-54.59554,229
1139,7.7,203,138,7,114,88,226,202,57970,801.3773,60381.275825511,392.81,51.63243,-54.59998,229
1140,10.2,204,138,7,112,88,226,269,57968,801.3496,60381.275825191,392.81,51.62503,-54.59993,229
1141,9.9,205,138,7,112,88,226,261,57968,801.3496,60381.275825191,392.81,51.61763,-54.59988,229
1142,6.3,206,139,7,112,88,226,167,57968,801.3496,60381.275825191,392.81,51.6103,-54.59554,229
1143,8.0,204,138,7,120,88,226,210,57976,801.4602,60381.275826471,392.81,51.62503,-54.59993,229
1144,7.7,205,138,7,120,88,226,204,57976,801.4602,60381.275826471,392.81,51.61763,-54.59988,229
1145,6.7,203,138,7,102,89,226,177,57958,801.2114,60381.275823591,397.274,51.63243,-54.59998,229
1146,9.1,204,138,7,103,89,226,240,57959,801.2252,60381.275823751,397.274,51.62503,-54.59993,229
1147,8.4,205,139,6,101,89,226,221,57957,801.1976,60381.275823431,397.274,51.61769,-54.59558,229
1148,6.0,206,139,6,101,89,226,159,57957,801.1976,60381.275823431,397.274,51.6103,-54.59554,229
1149,6.9,203,138,7,111,89,226,181,57967,801.3358,60381.275825031,397.274,51.63243,-54.59998,229
1150,10.8,204,138,7,110,89,226,283,57966,801.322,60381.275824871,397.274,51.62503,-54.59993,229
1151,10.9,205,138,7,110,89,226,287,57966,801.322,60381.275824871,397.274,51.61763,-54.59988,229
1152,7.6,206,139,6,110,89,226,201,57966,801.322,60381.275824871,397.274,51.6103,-54.59554,229
1153,7.7,203,138,7,114,89,226,203,57970,801.3773,60381.275825511,397.274,51.63243,-54.59998,229
1154,10.3,204,138,7,113,89,226,271,57969,801.3635,60381.275825351,397.274,51.62503,-54.59993,229
1155,9.8,205,138,7,113,89,226,259,57969,801.3635,60381.275825351,397.274,51.61763,-54.59988,229
1156,6.5,206,139,7,113,89,226,170,57969,801.3635,60381.275825351,397.274,51.6103,-54.59554,229
1157,8.4,204,138,7,120,89,226,220,57976,801.4602,60381.275826471,397.274,51.62503,-54.59993,229
1158,8.2,205,138,7,120,89,226,216,57976,801.4602,60381.275826471,397.274,51.61763,-54.59988,229
1159,6.7,203,138,7,103,90,226,177,57959,801.2252,60381.275823751,401.738,51.63243,-54.59998,229
1160,9.2,204,138,7,103,90,226,242,57959,801.2252,60381.275823751,401.738,51.62503,-54.59993,229
1161,8.3,205,139,7,103,90,226,219,57959,801.2252,60381.275823751,401.738,51.61769,-54.59558,229
1162,7.0,203,138,7,111,90,226,183,57967,801.3358,60381.275825031,401.738,51.63243,-54.59998,229
1163,10.4,204,138,7,110,90,226,273,57966,801.322,60381.275824871,401.738,51.62503,-54.59993,229
1164,10.7,205,138,7,110,90,226,282,57966,801.322,60381.275824871,401.738,51.61763,-54.59988,229
1165,7.4,206,138,6,110,90,226,195,57966,801.322,60381.275824871,401.738,51.61023,-54.59984,229
1166,7.6,203,138,7,114,90,226,201,57970,801.3773,60381.275825511,401.738,51.63243,-54.59998,229
1167,10.1,204,138,7,115,90,226,265,57971,801.3911,60381.275825671,401.738,51.62503,-54.59993,229
1168,9.9,205,138,7,112,90,226,261,57968,801.3496,60381.275825191,401.738,51.61763,-54.59988,229
1169,6.8,206,139,7,112,90,226,178,57968,801.3496,60381.275825191,401.738,51.6103,-54.59554,229
1170,8.5,204,138,7,120,90,226,224,57976,801.4602,60381.275826471,401.738,51.62503,-54.59993,229
1171,8.4,205,138,7,120,90,226,220,57976,801.4602,60381.275826471,401.738,51.61763,-54.59988,229
1172,6.0,205,139,7,128,90,226,158,57984,801.5708,60381.275827751,401.738,51.61769,-54.59558,229
1173,6.8,203,138,6,102,91,226,179,57958,801.2114,60381.275823591,406.201,51.63243,-54.59998,229
1174,9.0,204,138,6,102,91,226,238,57958,801.2114,60381.275823591,406.201,51.62503,-54.59993,229
1175,8.0,205,139,7,103,91,226,211,57959,801.2252,60381.275823751,406.201,51.61769,-54.59558,229
1176,6.9,203,138,7,111,91,226,182,57967,801.3358,60381.275825031,406.201,51.63243,-54.59998,229
1177,10.6,204,138,7,111,91,226,279,57967,801.3358,60381.275825031,406.201,51.62503,-54.59993,229
1178,10.8,205,138,6,110,91,226,284,57966,801.322,60381.275824871,406.201,51.61763,-54.59988,229
1179,7.3,206,139,7,111,91,226,193,57967,801.3358,60381.275825031,406.201,51.6103,-54.59554,229
1180,7.7,203,138,7,115,91,226,203,57971,801.3911,60381.275825671,406.201,51.63243,-54.59998,229
1181,10.3,204,138,7,114,91,226,271,57970,801.3773,60381.275825511,406.201,51.62503,-54.59993,229
1182,10.0,205,138,7,112,91,226,263,57968,801.3496,60381.275825191,406.201,51.61763,-54.59988,229
1183,6.7,206,139,7,112,91,226,176,57968,801.3496,60381.275825191,406.201,51.6103,-54.59554,229
1184,8.6,204,138,7,120,91,226,227,57976,801.4602,60381.275826471,406.201,51.62503,-54.59993,229
1185,8.5,205,138,7,121,91,226,224,57977,801.4741,60381.275826631,406.201,51.61763,-54.59988,229
1186,6.2,204,138,7,128,91,226,162,57984,801.5708,60381.275827751,406.201,51.62503,-54.59993,229
1187,6.3,205,139,7,128,91,226,166,57984,801.5708,60381.275827751,406.201,51.61769,-54.59558,229
1188,6.4,203,138,7,103,92,226,169,57959,801.2252,60381.275823751,410.665,51.63243,-54.59998,229
1189,8.8,204,138,7,103,92,226,232,57959,801.2252,60381.275823751,410.665,51.62503,-54.59993,229
1190,8.1,205,139,6,103,92,226,213,57959,801.2252,60381.275823751,410.665,51.61769,-54.59558,229
1191,6.7,203,138,7,106,92,226,177,57962,801.2667,60381.275824231,410.665,51.63243,-54.59998,229
1192,10.2,204,138,6,111,92,226,268,57967,801.3358,60381.275825031,410.665,51.62503,-54.59993,229
1193,10.4,205,138,7,111,92,226,273,57967,801.3358,60381.275825031,410.665,51.61763,-54.59988,229
1194,7.1,206,138,7,111,92,226,188,57967,801.3358,60381.275825031,410.665,51.61023,-54.59984,229
1195,7.7,203,138,7,115,92,226,202,57971,801.3911,60381.275825671,410.665,51.63243,-54.59998,229
1196,10.8,204,138,7,112,92,226,283,57968,801.3496,60381.275825191,410.665,51.62503,-54.59993,229
1197,10.4,205,138,7,112,92,226,275,57968,801.3496,60381.275825191,410.665,51.61763,-54.59988,229
1198,7.1,206,139,7,113,92,226,187,57969,801.3635,60381.275825351,410.665,51.6103,-54.59554,229
1199,6.1,203,138,6,120,92,226,161,57976,801.4602,60381.275826471,410.665,51.63243,-54.59998,229
1200,8.8,204,138,7,120,92,226,231,57976,801.4602,60381.275826471,410.665,51.62503,-54.59993,229
1201,8.4,205,138,7,120,92,226,221,57976,801.4602,60381.275826471,410.665,51.61763,-54.59988,229
1202,6.4,204,138,7,128,92,226,168,57984,801.5708,60381.275827751,410.665,51.62503,-54.59993,229
1203,6.2,205,138,7,128,92,226,164,57984,801.5708,60381.275827751,410.665,51.61763,-54.59988,229
1204,6.2,203,138,7,103,93,226,162,57959,801.2252,60381.275823751,415.129,51.63243,-54.59998,229
1205,8.6,204,138,6,103,93,226,226,57959,801.2252,60381.275823751,415.129,51.62503,-54.59993,229
1206,8.2,205,139,6,103,93,226,216,57959,801.2252,60381.275823751,415.129,51.61769,-54.59558,229
1207,6.6,203,138,7,106,93,226,173,57962,801.2667,60381.275824231,415.129,51.63243,-54.59998,229
1208,9.9,204,138,6,111,93,226,261,57967,801.3358,60381.275825031,415.129,51.62503,-54.59993,229
1209,10.3,205,138,6,111,93,226,270,57967,801.3358,60381.275825031,415.129,51.61763,-54.59988,229
1210,7.1,206,139,6,111,93,226,187,57967,801.3358,60381.275825031,415.129,51.6103,-54.59554,229
1211,7.9,203,138,6,116,93,226,207,57972,801.4049,60381.275825831,415.129,51.63243,-54.59998,229
1212,10.6,204,138,7,112,93,226,279,57968,801.3496,60381.275825191,415.129,51.62503,-54.59993,229
1213,10.6,205,138,7,112,93,226,280,57968,801.3496,60381.275825191,415.129,51.61763,-54.59988,229
1214,7.3,206,139,7,112,93,226,191,57968,801.3496,60381.275825191,415.129,51.6103,-54.59554,229
1215,6.3,203,138,7,120,93,226,166,57976,801.4602,60381.275826471,415.129,51.63243,-54.59998,229
1216,8.9,204,138,7,120,93,226,233,57976,801.4602,60381.275826471,415.129,51.62503,-54.59993,229
1217,8.2,205,138,7,121,93,226,216,57977,801.4741,60381.275826631,415.129,51.61763,-54.59988,229
1218,6.4,204,138,7,128,93,226,169,57984,801.5708,60381.275827751,415.129,51.62503,-54.59993,229
1219,6.4,205,138,7,128,93,226,168,57984,801.5708,60381.275827751,415.129,51.61763,-54.59988,229
1220,6.7,203,138,7,103,94,226,176,57959,801.2252,60381.275823751,419.593,51.63243,-54.59998,229
1221,8.4,204,138,7,103,94,226,222,57959,801.2252,60381.275823751,419.593,51.62503,-54.59993,229
1222,7.7,205,139,5,103,94,226,203,57959,801.2252,60381.275823751,419.593,51.61769,-54.59558,229
1223,6.1,206,139,5,103,94,226,160,57959,801.2252,60381.275823751,419.593,51.6103,-54.59554,229
1224,6.8,203,138,7,107,94,226,180,57963,801.2805,60381.275824391,419.593,51.63243,-54.59998,229
1225,9.5,204,138,7,108,94,226,251,57964,801.2943,60381.275824551,419.593,51.62503,-54.59993,229
1226,9.5,205,138,6,111,94,226,249,57967,801.3358,60381.275825031,419.593,51.61763,-54.59988,229
1227,6.2,206,138,6,111,94,226,164,57967,801.3358,60381.275825031,419.593,51.61023,-54.59984,229
1228,7.9,203,138,5,116,94,226,207,57972,801.4049,60381.275825831,419.593,51.63243,-54.59998,229
1229,10.4,204,138,7,113,94,226,275,57969,801.3635,60381.275825351,419.593,51.62503,-54.59993,229
1230,10.3,205,138,7,113,94,226,272,57969,801.3635,60381.275825351,419.593,51.61763,-54.59988,229
1231,7.3,206,139,7,114,94,226,191,57970,801.3773,60381.275825511,419.593,51.6103,-54.59554,229
1232,6.9,203,138,7,120,94,226,182,57976,801.4602,60381.275826471,419.593,51.63243,-54.59998,229
1233,9.5,204,138,7,120,94,226,250,57976,801.4602,60381.275826471,419.593,51.62503,-54.59993,229
1234,8.6,205,138,7,120,94,226,227,57976,801.4602,60381.275826471,419.593,51.61763,-54.59988,229
1235,6.3,204,138,7,128,94,226,166,57984,801.5708,60381.275827751,419.593,51.62503,-54.59993,229
1236,6.4,205,138,7,128,94,226,169,57984,801.5708,60381.275827751,419.593,51.61763,-54.59988,229
1237,6.5,203,138,7,103,95,226,171,57959,801.2252,60381.275823751,424.056,51.63243,-54.59998,229
1238,8.1,204,138,7,103,95,226,214,57959,801.2252,60381.275823751,424.056,51.62503,-54.59993,229
1239,6.9,205,139,7,103,95,226,181,57959,801.2252,60381.275823751,424.056,51.61769,-54.59558,229
1240,6.4,203,138,7,108,95,226,169,57964,801.2943,60381.275824551,424.056,51.63243,-54.59998,229
1241,9.2,204,138,7,110,95,226,242,57966,801.322,60381.275824871,424.056,51.62503,-54.59993,229
1242,9.2,205,138,7,110,95,226,242,57966,801.322,60381.275824871,424.056,51.61763,-54.59988,229
1243,6.2,206,139,6,107,95,226,162,57963,801.2805,60381.275824391,424.056,51.6103,-54.59554,229
1244,7.6,203,138,6,117,95,226,201,57973,801.4188,60381.275825991,424.056,51.63243,-54.59998,229
1245,10.5,204,138,7,114,95,226,276,57970,801.3773,60381.275825511,424.056,51.62503,-54.59993,229
1246,10.3,205,138,7,114,95,226,272,57970,801.3773,60381.275825511,424.056,51.61763,-54.59988,229
1247,7.3,206,139,6,115,95,226,193,57971,801.3911,60381.275825671,424.056,51.6103,-54.59554,229
1248,7.4,203,138,7,120,95,226,195,57976,801.4602,60381.275826471,424.056,51.63243,-54.59998,229
1249,9.9,204,138,7,120,95,226,260,57976,801.4602,60381.275826471,424.056,51.62503,-54.59993,229
1250,8.9,205,138,7,121,95,226,234,57977,801.4741,60381.275826631,424.056,51.61763,-54.59988,229
1251,6.9,204,138,7,128,95,226,182,57984,801.5708,60381.275827751,424.056,51.62503,-54.59993,229
1252,7.0,205,138,7,128,95,226,184,57984,801.5708,60381.275827751,424.056,51.61763,-54.59988,229
1253,7.1,204,138,6,103,96,226,186,57959,801.2252,60381.275823751,428.52,51.62503,-54.59993,229
1254,6.2,205,139,5,103,96,226,163,57959,801.2252,60381.275823751,428.52,51.61769,-54.59558,229
1255,6.2,203,138,7,110,96,226,163,57966,801.322,60381.275824871,428.52,51.63243,-54.59998,229
1256,9.2,204,138,7,111,96,226,241,57967,801.3358,60381.275825031,428.52,51.62503,-54.59993,229
1257,9.1,205,138,7,111,96,226,240,57967,801.3358,60381.275825031,428.52,51.61763,-54.59988,229
1258,6.1,206,139,6,105,96,226,160,57961,801.2529,60381.275824071,428.52,51.6103,-54.59554,229
1259,7.7,203,138,7,115,96,226,203,57971,801.3911,60381.275825671,428.52,51.63243,-54.59998,229
1260,10.8,204,138,7,115,96,226,284,57971,801.3911,60381.275825671,428.52,51.62503,-54.59993,229
1261,10.8,205,138,7,116,96,226,284,57972,801.4049,60381.275825831,428.52,51.61763,-54.59988,229
1262,7.7,206,139,6,116,96,226,203,57972,801.4049,60381.275825831,428.52,51.6103,-54.59554,229
1263,7.9,203,138,7,120,96,226,207,57976,801.4602,60381.275826471,428.52,51.63243,-54.59998,229
1264,10.7,204,138,7,120,96,226,281,57976,801.4602,60381.275826471,428.52,51.62503,-54.59993,229
1265,9.6,205,138,7,120,96,226,253,57976,801.4602,60381.275826471,428.52,51.61763,-54.59988,229
1266,7.2,204,138,7,128,96,226,190,57984,801.5708,60381.275827751,428.52,51.62503,-54.59993,229
1267,7.1,205,138,7,128,96,226,188,57984,801.5708,60381.275827751,428.52,51.61763,-54.59988,229
1268,6.5,204,138,6,103,97,226,171,57959,801.2252,60381.275823751,432.984,51.62503,-54.59993,229
1269,6.5,203,138,6,110,97,226,170,57966,801.322,60381.275824871,432.984,51.63243,-54.59998,229
1270,9.3,204,138,7,111,97,226,246,57967,801.3358,60381.275825031,432.984,51.62503,-54.59993,229
1271,9.0,205,138,7,111,97,226,237,57967,801.3358,60381.275825031,432.984,51.61763,-54.59988,229
1272,7.2,203,138,7,116,97,226,190,57972,801.4049,60381.275825831,432.984,51.63243,-54.59998,229
1273,10.5,204,138,7,116,97,226,277,57972,801.4049,60381.275825831,432.984,51.62503,-54.59993,229
1274,10.9,205,138,7,117,97,226,287,57973,801.4188,60381.275825991,432.984,51.61763,-54.59988,229
1275,7.7,206,139,6,116,97,226,203,57972,801.4049,60381.275825831,432.984,51.6103,-54.59554,229
1276,7.2,203,138,7,121,97,226,190,57977,801.4741,60381.275826631,432.984,51.63243,-54.59998,229
1277,10.1,204,138,7,122,97,226,266,57978,801.4879,60381.275826791,432.984,51.62503,-54.59993,229
1278,9.1,205,138,7,122,97,226,240,57978,801.4879,60381.275826791,432.984,51.61763,-54.59988,229
1279,7.8,204,138,7,128,97,226,205,57984,801.5708,60381.275827751,432.984,51.62503,-54.59993,229
1280,7.5,205,138,7,128,97,226,197,57984,801.5708,60381.275827751,432.984,51.61763,-54.59988,229
1281,6.3,204,138,5,103,98,226,165,57959,801.2252,60381.275823751,437.448,51.62503,-54.59993,229
1282,6.3,203,138,7,111,98,226,165,57967,801.3358,60381.275825031,437.448,51.63243,-54.59998,229
1283,8.9,204,138,7,111,98,226,234,57967,801.3358,60381.275825031,437.448,51.62503,-54.59993,229
1284,8.7,205,138,7,111,98,226,228,57967,801.3358,60381.275825031,437.448,51.61763,-54.59988,229
1285,7.2,203,138,7,116,98,226,190,57972,801.4049,60381.275825831,437.448,51.63243,-54.59998,229
1286,10.6,204,138,7,117,98,226,280,57973,801.4188,60381.275825991,437.448,51.62503,-54.59993,229
1287,10.8,205,138,7,117,98,226,284,57973,801.4188,60381.275825991,437.448,51.61763,-54.59988,229
1288,7.9,206,139,5,116,98,226,209,57972,801.4049,60381.275825831,437.448,51.6103,-54.59554,229
1289,7.5,203,138,7,122,98,226,198,57978,801.4879,60381.275826791,437.448,51.63243,-54.59998,229
1290,10.6,204,138,7,122,98,226,279,57978,801.4879,60381.275826791,437.448,51.62503,-54.59993,229
1291,9.5,205,138,7,122,98,226,251,57978,801.4879,60381.275826791,437.448,51.61763,-54.59988,229
1292,8.0,204,138,7,128,98,226,210,57984,801.5708,60381.275827751,437.448,51.62503,-54.59993,229
1293,7.6,205,138,7,128,98,226,199,57984,801.5708,60381.275827751,437.448,51.61763,-54.59988,229
1294,8.3,204,138,6,111,99,226,219,57967,801.3358,60381.275825031,441.911,51.62503,-54.59993,229
1295,8.0,205,138,6,111,99,226,211,57967,801.3358,60381.275825031,441.911,51.61763,-54.59988,229
1296,6.0,206,139,7,108,99,226,158,57964,801.2943,60381.275824551,441.911,51.6103,-54.59554,229
1297,6.8,203,138,7,118,99,226,180,57974,801.4326,60381.275826151,441.911,51.63243,-54.59998,229
1298,10.6,204,138,7,118,99,226,278,57974,801.4326,60381.275826151,441.911,51.62503,-54.59993,229
1299,10.8,205,138,7,118,99,226,284,57974,801.4326,60381.275826151,441.911,51.61763,-54.59988,229
1300,8.1,206,139,4,116,99,226,213,57972,801.4049,60381.275825831,441.911,51.6103,-54.59554,229
1301,7.3,203,138,7,122,99,226,192,57978,801.4879,60381.275826791,441.911,51.63243,-54.59998,229
1302,10.5,204,138,7,122,99,226,277,57978,801.4879,60381.275826791,441.911,51.62503,-54.59993,229
1303,9.8,205,138,7,122,99,226,258,57978,801.4879,60381.275826791,441.911,51.61763,-54.59988,229
1304,6.5,206,138,7,120,99,226,172,57976,801.4602,60381.275826471,441.911,51.61023,-54.59984,229
1305,8.1,204,138,7,128,99,226,214,57984,801.5708,60381.275827751,441.911,51.62503,-54.59993,229
1306,7.7,205,138,7,128,99,226,202,57984,801.5708,60381.275827751,441.911,51.61763,-54.59988,229
1307,8.5,204,138,6,111,100,226,223,57967,801.3358,60381.275825031,446.375,51.62503,-54.59993,229
1308,8.1,205,139,6,111,100,226,213,57967,801.3358,60381.275825031,446.375,51.61769,-54.59558,229
1309,7.3,203,138,7,117,100,226,192,57973,801.4188,60381.275825991,446.375,51.63243,-54.59998,229
1310,10.8,204,138,7,117,100,226,283,57973,801.4188,60381.275825991,446.375,51.62503,-54.59993,229
1311,10.6,205,138,6,118,100,226,278,57974,801.4326,60381.275826151,446.375,51.61763,-54.59988,229
1312,7.9,206,139,6,118,100,226,207,57974,801.4326,60381.275826151,446.375,51.6103,-54.59554,229
1313,7.3,203,138,7,123,100,226,191,57979,801.5017,60381.275826951,446.375,51.63243,-54.59998,229
1314,10.6,204,138,7,123,100,226,278,57979,801.5017,60381.275826951,446.375,51.62503,-54.59993,229
1315,9.8,205,138,7,120,100,226,257,57976,801.4602,60381.275826471,446.375,51.61763,-54.59988,229
1316,6.7,206,138,7,120,100,226,176,57976,801.4602,60381.275826471,446.375,51.61023,-54.59984,229
1317,8.1,204,138,7,128,100,226,214,57984,801.5708,60381.275827751,446.375,51.62503,-54.59993,229
1318,7.7,205,138,7,128,100,226,204,57984,801.5708,60381.275827751,446.375,51.61763,-54.59988,229
1319,6.0,203,138,7,108,101,226,159,57964,801.2943,60381.275824551,450.839,51.63243,-54.59998,229
1320,8.2,204,138,7,108,101,226,215,57964,801.2943,60381.275824551,450.839,51.62503,-54.59993,229
1321,7.9,205,139,6,111,101,226,208,57967,801.3358,60381.275825031,450.839,51.61769,-54.59558,229
1322,6.8,203,138,7,117,101,226,178,57973,801.4188,60381.275825991,450.839,51.63243,-54.59998,229
1323,10.4,204,138,7,119,101,226,273,57975,801.4464,60381.275826311,450.839,51.62503,-54.59993,229
1324,10.6,205,138,7,119,101,226,278,57975,801.4464,60381.275826311,450.839,51.61763,-54.59988,229
1325,7.9,206,139,5,118,101,226,208,57974,801.4326,60381.275826151,450.839,51.6103,-54.59554,229
1326,7.3,203,138,7,124,101,226,192,57980,801.5155,60381.275827111,450.839,51.63243,-54.59998,229
1327,10.2,204,138,7,124,101,226,268,57980,801.5155,60381.275827111,450.839,51.62503,-54.59993,229
1328,10.0,205,138,7,120,101,226,264,57976,801.4602,60381.275826471,450.839,51.61763,-54.59988,229
1329,7.0,206,138,7,120,101,226,185,57976,801.4602,60381.275826471,450.839,51.61023,-54.59984,229
1330,8.4,204,138,7,128,101,226,220,57984,801.5708,60381.275827751,450.839,51.62503,-54.59993,229
1331,8.1,205,138,7,128,101,226,214,57984,801.5708,60381.275827751,450.839,51.61763,-54.59988,229
1332,6.1,203,138,7,109,102,226,160,57965,801.3082,60381.275824711,455.303,51.63243,-54.59998,229
1333,7.8,204,138,7,109,102,226,205,57965,801.3082,60381.275824711,455.303,51.62503,-54.59993,229
