,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id
267,6.0,225,142,5,238,152,98,158,25326,350.1066,60381.270602471,678.49,44.20139,-54.63703,188
268,6.2,170,69,6,172,65,99,162,25516,352.7332,60381.270632871,290.144,44.60686,-54.95278,189
269,6.1,86,43,1,217,126,99,160,25561,353.3553,60381.270640071,562.433,45.23666,-55.06419,190
270,6.0,109,38,3,29,65,100,158,25629,354.2953,60381.270650951,290.144,45.06411,-55.08604,191
271,6.1,168,215,1,52,87,100,160,25652,354.6133,60381.270654631,388.346,44.62681,-54.32516,192
272,6.2,183,246,0,4,111,101,164,25860,357.4886,60381.270687911,495.476,44.51839,-54.19101,193
273,6.2,255,117,5,63,29,102,163,26175,361.8432,60381.270738311,129.449,43.97687,-54.74239,194
274,6.1,255,117,6,64,29,102,160,26176,361.857,60381.270738471,129.449,43.97687,-54.74239,194
275,6.0,248,128,1,84,111,102,159,26196,362.1335,60381.270741671,495.476,44.02982,-54.69567,195
276,6.0,125,146,1,40,133,102,158,26152,361.5252,60381.270734631,593.679,44.94289,-54.62271,196
277,6.1,83,42,3,178,152,103,161,26546,366.9719,60381.270797671,678.49,45.25925,-55.06839,197
278,6.3,15,49,3,74,142,104,165,26698,369.0732,60381.270821991,633.853,45.76986,-55.03507,198
279,6.0,15,49,2,74,143,104,158,26698,369.0732,60381.270821991,638.316,45.76986,-55.03507,198
280,6.4,18,38,3,179,40,105,169,27059,374.0636,60381.270879751,178.55,45.74846,-55.08239,199
281,6.1,19,38,3,179,40,105,160,27059,374.0636,60381.270879751,178.55,45.74093,-55.08246,199
282,6.3,17,134,3,25,43,105,165,26905,371.9347,60381.270855111,191.941,45.74667,-54.6705,200
283,6.3,18,134,3,25,43,105,165,26905,371.9347,60381.270855111,191.941,45.73922,-54.67057,200
284,6.0,134,29,0,54,66,106,159,27190,375.8746,60381.270900711,294.608,44.87651,-55.12468,201
285,6.0,19,155,0,61,90,106,159,27197,375.9713,60381.270901831,401.738,45.73003,-54.58035,202
286,6.2,202,100,6,191,151,106,163,27327,377.7685,60381.270922631,674.026,44.36935,-54.81865,203
287,6.2,202,100,6,191,152,106,162,27327,377.7685,60381.270922631,678.49,44.36935,-54.81865,203
288,6.1,202,100,6,191,153,106,160,27327,377.7685,60381.270922631,682.954,44.36935,-54.81865,203
289,6.1,202,100,5,191,154,106,160,27327,377.7685,60381.270922631,687.418,44.36935,-54.81865,203
290,6.3,202,100,6,192,154,106,165,27328,377.7823,60381.270922791,687.418,44.36935,-54.81865,203
291,6.2,203,101,6,192,154,106,162,27328,377.7823,60381.270922791,687.418,44.36196,-54.81431,203
292,6.8,203,101,2,189,155,106,178,27325,377.7408,60381.270922311,691.881,44.36196,-54.81431,204
293,6.3,202,100,6,192,155,106,166,27328,377.7823,60381.270922791,691.881,44.36935,-54.81865,203
294,6.2,203,101,5,192,155,106,163,27328,377.7823,60381.270922791,691.881,44.36196,-54.81431,203
295,6.0,202,101,1,189,156,106,158,27325,377.7408,60381.270922311,696.345,44.3694,-54.81435,204
296,6.7,203,101,1,189,156,106,176,27325,377.7408,60381.270922311,696.345,44.36196,-54.81431,204
297,6.6,202,100,6,193,156,106,175,27329,377.7961,60381.270922951,696.345,44.36935,-54.81865,203
298,6.3,203,100,6,193,156,106,166,27329,377.7961,60381.270922951,696.345,44.36191,-54.8186,203
299,6.2,203,101,2,190,157,106,164,27326,377.7546,60381.270922471,700.809,44.36196,-54.81431,204
300,6.4,202,100,7,193,157,106,169,27329,377.7961,60381.270922951,700.809,44.36935,-54.81865,203
301,6.3,203,101,6,194,157,106,165,27330,377.8099,60381.270923111,700.809,44.36196,-54.81431,203
302,6.4,202,100,7,194,158,106,168,27330,377.8099,60381.270923111,705.273,44.36935,-54.81865,203
303,6.2,202,100,6,194,159,106,164,27330,377.8099,60381.270923111,709.736,44.36935,-54.81865,203
304,6.1,202,100,7,195,160,106,161,27331,377.8237,60381.270923271,714.2,44.36935,-54.81865,203
305,6.0,17,79,3,193,45,107,158,27585,381.3351,60381.270963911,200.869,45.75174,-54.90662,205
306,6.0,108,156,6,28,46,107,159,27420,379.0541,60381.270937511,205.333,45.06899,-54.57959,206
307,6.2,108,156,5,28,47,107,162,27420,379.0541,60381.270937511,209.796,45.06899,-54.57959,206
308,6.2,108,156,6,29,48,107,163,27421,379.0679,60381.270937671,214.26,45.06899,-54.57959,206
309,6.3,199,100,1,0,86,107,166,27392,378.667,60381.270933031,383.883,44.39168,-54.81878,207
310,6.1,200,100,1,0,86,107,161,27392,378.667,60381.270933031,383.883,44.38424,-54.81874,207
311,6.2,247,83,0,77,51,108,164,27725,383.2704,60381.270986311,227.651,44.03319,-54.88892,208
312,6.2,244,244,0,174,90,108,163,27822,384.6113,60381.271001831,401.738,44.07125,-54.19647,209
313,6.1,70,156,0,67,10,109,160,27971,386.6711,60381.271025671,44.638,45.35101,-54.57867,210
314,6.0,77,241,0,247,132,109,158,28151,389.1594,60381.271054471,589.215,45.29689,-54.2127,211
315,6.0,136,18,1,179,150,109,159,28083,388.2194,60381.271043591,669.563,44.86165,-55.17176,212
316,6.0,60,133,3,123,60,110,158,28283,390.9842,60381.271075591,267.825,45.42643,-54.67717,213
317,6.0,162,0,1,145,96,110,158,28305,391.2883,60381.271079111,428.52,44.6661,-55.24843,214
318,6.5,76,196,0,24,19,111,172,28440,393.1546,60381.271100711,84.811,45.30523,-54.40669,215
319,6.3,184,30,3,146,111,111,166,28562,394.8411,60381.271120231,495.476,44.50112,-55.11945,216
320,6.0,184,30,3,146,112,111,159,28562,394.8411,60381.271120231,499.94,44.50112,-55.11945,216
321,6.2,105,207,4,160,154,111,162,28576,395.0346,60381.271122471,687.418,45.09089,-54.35996,217
322,6.0,195,249,1,5,155,111,159,28421,392.8919,60381.271097671,691.881,44.43062,-54.17761,218
323,6.2,104,207,3,160,155,111,163,28576,395.0346,60381.271122471,691.881,45.09826,-54.35995,217
324,6.8,105,207,3,160,155,111,179,28576,395.0346,60381.271122471,691.881,45.09089,-54.35996,217
325,6.5,105,208,3,160,155,111,171,28576,395.0346,60381.271122471,691.881,45.09088,-54.35565,217
326,6.0,253,205,1,180,155,111,158,28596,395.3111,60381.271125671,691.881,44.00086,-54.36398,219
327,6.2,139,209,1,66,21,112,162,28738,397.2741,60381.271148391,93.739,44.84017,-54.35147,220
328,6.0,245,217,2,193,20,113,158,29121,402.5687,60381.271209671,89.275,44.06095,-54.31285,221
329,6.3,11,50,0,238,51,113,165,29166,403.1908,60381.271216871,227.651,45.79981,-55.0305,222
330,6.0,75,156,0,110,133,113,159,29038,401.4213,60381.271196391,593.679,45.31389,-54.57884,223
331,6.1,128,2,6,228,151,113,160,29156,403.0526,60381.271215271,674.026,44.92222,-55.24023,224
332,6.0,128,2,6,228,152,113,159,29156,403.0526,60381.271215271,678.49,44.92222,-55.24023,224
333,6.2,134,195,3,243,49,114,162,29427,406.7989,60381.271258631,218.724,44.87675,-54.41182,225
334,6.2,92,111,0,177,118,114,164,29361,405.8865,60381.271248071,526.723,45.18893,-54.77271,226
335,6.0,69,244,1,116,135,114,158,29300,405.0432,60381.271238311,602.606,45.35569,-54.19948,227
336,6.0,174,240,2,91,44,115,159,29531,408.2365,60381.271275271,196.405,44.58403,-54.21717,228
337,6.4,175,241,2,91,44,115,168,29531,408.2365,60381.271275271,196.405,44.57675,-54.21283,228
338,6.0,92,127,5,59,60,115,158,29499,407.7942,60381.271270151,267.825,45.18844,-54.70398,229
339,6.0,200,43,1,207,107,115,159,29647,409.8401,60381.271293831,477.621,44.38162,-55.06314,230
340,6.0,130,135,2,20,8,117,158,29972,414.3329,60381.271345831,35.71,44.90574,-54.67,231
341,6.0,130,135,1,20,9,117,158,29972,414.3329,60381.271345831,40.174,44.90574,-54.67,231
342,6.7,130,135,1,20,10,117,176,29972,414.3329,60381.271345831,44.638,44.90574,-54.67,231
343,6.0,117,231,0,212,48,117,159,30164,416.9871,60381.271376551,214.26,45.00259,-54.25661,232
344,6.0,89,198,0,217,2,118,159,30425,420.5952,60381.271418311,8.928,45.2091,-54.39844,233
345,6.0,62,193,1,243,26,120,158,30963,428.0325,60381.271504391,116.058,45.40886,-54.41911,234
346,6.1,46,167,0,180,40,120,161,30900,427.1616,60381.271494311,178.55,45.52864,-54.53031,235
347,6.0,64,221,0,149,60,120,159,30869,426.7331,60381.271489351,267.825,45.39312,-54.29851,236
348,6.0,129,27,0,65,72,120,158,30785,425.5718,60381.271475911,321.39,44.91411,-55.13326,237
349,6.1,65,191,3,27,3,121,160,31003,428.5855,60381.271510791,13.391,45.38674,-54.42784,238
350,6.2,253,205,0,105,10,122,162,31337,433.2027,60381.271564231,44.638,44.00084,-54.36398,239
351,6.0,169,163,3,20,69,122,158,31252,432.0276,60381.271550631,307.999,44.61714,-54.54908,240
352,6.2,57,197,3,102,95,122,162,31334,433.1612,60381.271563751,424.056,45.44569,-54.40166,241
353,6.0,82,49,1,11,155,122,158,31243,431.9032,60381.271549191,691.881,45.26638,-55.03838,242
354,6.0,147,44,0,90,99,123,159,31578,436.5343,60381.271602791,441.911,44.77879,-55.06035,243
355,6.0,226,94,5,179,161,123,159,31667,437.7646,60381.271617031,718.664,44.19036,-54.84313,244
356,6.4,81,50,0,224,57,124,169,31968,441.9256,60381.271665191,254.434,45.27383,-55.03407,245
357,6.3,161,221,1,62,69,124,167,31806,439.6862,60381.271639271,307.999,44.67858,-54.29944,246
358,6.1,49,181,3,105,98,124,160,31849,440.2806,60381.271646151,437.448,45.50564,-54.4702,247
359,6.3,69,174,1,34,132,124,165,31778,439.2991,60381.271634791,589.215,45.35774,-54.50119,248
360,6.0,79,146,1,72,143,127,158,32584,450.4412,60381.271763751,638.316,45.28453,-54.62197,249
361,6.0,12,81,1,100,38,128,159,32868,454.3672,60381.271809191,169.623,45.78901,-54.89769,250
362,6.0,235,185,3,47,95,128,158,32815,453.6346,60381.271800711,424.056,44.13124,-54.4514,251
363,6.0,227,219,1,164,82,129,158,33188,458.7909,60381.271860391,366.028,44.1933,-54.30541,252
364,6.0,227,219,1,165,84,129,158,33189,458.8047,60381.271860551,374.955,44.1933,-54.30541,252
365,6.2,154,90,3,67,139,129,164,33091,457.45,60381.271844871,620.461,44.72669,-54.86304,253
366,6.1,154,90,3,68,140,129,160,33092,457.4638,60381.271845031,624.925,44.72669,-54.86304,253
367,6.0,98,83,4,7,26,130,159,33287,460.1595,60381.271876231,116.058,45.14503,-54.893,254
368,6.0,98,83,3,6,27,130,158,33286,460.1457,60381.271876071,120.521,45.14503,-54.893,254
369,6.0,4,133,0,112,68,131,158,33648,465.15,60381.271933991,303.535,45.84363,-54.67385,255
370,6.0,236,37,1,37,159,131,158,33573,464.1132,60381.271921991,709.736,44.11174,-55.08684,256
371,6.2,203,96,1,223,159,133,164,34271,473.7623,60381.272033671,709.736,44.36168,-54.83577,257
372,6.0,22,123,5,97,32,134,158,34401,475.5594,60381.272054471,142.84,45.7103,-54.71809,258
373,6.3,22,123,5,100,36,134,166,34404,475.6009,60381.272054951,160.695,45.7103,-54.71809,259
374,6.1,157,62,3,251,30,135,161,34811,481.2273,60381.272120071,133.913,44.70395,-54.98307,260
375,6.1,157,62,3,251,31,135,161,34811,481.2273,60381.272120071,138.376,44.70395,-54.98307,260
376,6.1,126,98,0,111,99,135,161,34671,479.2919,60381.272097671,441.911,44.9356,-54.82891,261
377,6.2,225,124,5,82,116,137,163,35154,485.9689,60381.272174951,517.795,44.19998,-54.71438,262
378,6.2,225,124,5,82,117,137,163,35154,485.9689,60381.272174951,522.259,44.19998,-54.71438,262
379,6.1,206,127,2,111,150,137,160,35183,486.3698,60381.272179591,669.563,44.34116,-54.70251,263
380,6.0,230,22,5,119,161,137,158,35191,486.4804,60381.272180871,718.664,44.15572,-55.15145,264
381,6.0,221,166,5,207,145,138,158,35535,491.2358,60381.272235911,647.244,44.23286,-54.53403,265
382,6.0,221,166,6,208,145,138,159,35536,491.2497,60381.272236071,647.244,44.23286,-54.53403,265
383,6.3,221,166,2,205,146,138,167,35533,491.2082,60381.272235591,651.708,44.23286,-54.53403,266
384,6.2,221,166,5,208,146,138,162,35536,491.2497,60381.272236071,651.708,44.23286,-54.53403,265
385,6.0,164,168,1,7,56,139,159,35591,492.01,60381.272244871,249.97,44.65432,-54.52768,267
386,6.1,199,9,3,190,97,139,160,35774,494.5398,60381.272274151,432.984,44.38784,-55.20873,268
387,6.2,236,143,0,182,115,139,162,35766,494.4292,60381.272272871,513.331,44.12002,-54.63203,269
388,6.0,133,56,1,181,116,139,158,35765,494.4154,60381.272272711,517.795,44.88365,-55.00904,269
389,6.0,133,56,1,181,117,139,158,35765,494.4154,60381.272272711,522.259,44.88365,-55.00904,269
390,6.0,236,143,0,184,118,139,159,35768,494.4568,60381.272273191,526.723,44.12002,-54.63203,269
391,6.1,13,25,0,12,35,140,160,35852,495.618,60381.272286631,156.231,45.78751,-55.13769,270
392,6.2,18,39,0,129,92,140,162,35969,497.2354,60381.272305351,410.665,45.7483,-55.0781,271
393,6.0,106,70,2,48,150,140,158,35888,496.1157,60381.272292391,669.563,45.08558,-54.94888,272
394,6.1,106,70,2,49,151,140,160,35889,496.1295,60381.272292551,674.026,45.08558,-54.94888,272
395,6.1,251,64,5,77,157,140,160,35917,496.5166,60381.272297031,700.809,44.00172,-54.97009,273
396,6.0,76,155,0,53,66,141,158,36149,499.7238,60381.272334151,294.608,45.30649,-54.58318,274
397,6.0,110,199,3,169,152,141,159,36265,501.3274,60381.272352711,678.49,45.05397,-54.3945,275
398,6.0,31,177,5,132,155,141,158,36228,500.8159,60381.272346791,691.881,45.6393,-54.48644,276
399,6.0,31,177,4,133,157,141,158,36229,500.8297,60381.272346951,700.809,45.6393,-54.48644,276
400,6.0,144,62,0,123,24,142,159,36475,504.2304,60381.272386311,107.13,44.80124,-54.98325,277
401,6.1,143,61,0,124,26,142,161,36476,504.2442,60381.272386471,116.058,44.80872,-54.98755,277
402,6.2,32,47,0,236,63,142,162,36588,505.7925,60381.272404391,281.216,45.64216,-55.04474,278
403,6.1,60,162,3,52,158,142,160,36404,503.2489,60381.272374951,705.273,45.42498,-54.55247,279
404,6.0,187,31,0,160,150,143,159,36768,508.2808,60381.272433191,669.563,44.47861,-55.11506,280
405,6.0,172,26,1,37,153,145,158,37157,513.6584,60381.272495431,682.954,44.59107,-55.13694,281
406,6.2,101,131,0,41,80,146,163,37417,517.2526,60381.272537031,357.1,45.12137,-54.68697,282
407,6.0,78,4,3,57,155,146,159,37433,517.4738,60381.272539591,691.881,45.29912,-55.23088,283
408,6.0,118,92,2,190,150,147,158,37822,522.8513,60381.272601831,669.563,44.99537,-54.85464,284
409,6.1,155,118,0,239,16,148,160,38127,527.0676,60381.272650631,71.42,44.71969,-54.74282,285
410,6.0,193,67,3,128,26,148,158,38016,525.5332,60381.272632871,116.058,44.43491,-54.96059,286
411,6.1,197,151,1,6,42,149,161,38150,527.3856,60381.272654311,187.478,44.40929,-54.59975,287
412,6.0,74,210,1,114,3,153,158,39282,543.0344,60381.272835431,13.391,45.31962,-54.34629,288
413,6.2,96,100,1,180,81,153,163,39348,543.9468,60381.272845991,361.564,45.15943,-54.82001,289
414,6.0,96,100,1,181,83,153,159,39349,543.9606,60381.272846151,370.491,45.15943,-54.82001,289
415,6.2,66,204,5,210,107,154,164,39634,547.9004,60381.272891751,477.621,45.37887,-54.37187,290
416,6.1,58,89,1,103,35,155,160,39783,549.9602,60381.272915591,156.231,45.44388,-54.86602,291
417,6.3,189,74,0,38,124,156,166,39974,552.6006,60381.272946151,553.505,44.46505,-54.93073,292
418,6.0,242,107,1,231,150,156,158,40167,555.2686,60381.272977031,669.563,44.07238,-54.78628,293
419,6.0,11,191,1,249,157,156,159,40185,555.5175,60381.272979911,700.809,45.7865,-54.42484,294
420,6.0,137,57,0,126,158,156,159,40062,553.8171,60381.272960231,705.273,44.85366,-55.00473,295
421,6.2,4,176,3,202,92,157,164,40394,558.4067,60381.273013351,410.665,45.83965,-54.48891,296
422,6.1,56,15,3,51,14,158,160,40499,559.8582,60381.273030151,62.493,45.46423,-55.18299,297
423,6.2,55,15,7,56,20,158,162,40504,559.9273,60381.273030951,89.275,45.47177,-55.18295,298
424,6.0,241,139,0,201,157,158,158,40649,561.9318,60381.273054151,700.809,44.08263,-54.64889,299
425,6.0,196,182,0,57,52,159,159,40761,563.48,60381.273072071,232.115,44.41857,-54.4664,300
426,6.1,1,137,0,157,156,159,161,40861,564.8625,60381.273088071,696.345,45.86557,-54.65642,301
427,6.0,198,131,3,85,51,160,158,41045,567.4061,60381.273117511,227.651,44.40074,-54.68568,302
428,6.0,136,1,3,161,101,160,159,41121,568.4567,60381.273129671,450.839,44.8619,-55.24448,303
429,6.3,22,98,1,35,20,161,165,41251,570.2538,60381.273150471,89.275,45.71246,-54.82544,304
430,6.0,165,177,3,146,49,161,158,41362,571.7883,60381.273168231,218.724,44.64725,-54.48892,305
431,6.0,77,136,0,136,57,162,159,41608,575.189,60381.273207591,254.434,45.29976,-54.6649,306
432,6.0,251,212,3,225,110,162,158,41697,576.4193,60381.273221831,491.013,44.01626,-54.33396,307
433,6.0,81,120,1,226,96,163,158,41954,579.9721,60381.273262951,428.52,45.2706,-54.73377,308
434,6.1,40,65,0,97,158,163,161,41825,578.1888,60381.273242311,705.273,45.58048,-54.96806,309
435,6.2,41,65,0,97,158,163,162,41825,578.1888,60381.273242311,705.273,45.57298,-54.96812,309
436,6.0,155,88,3,155,43,164,159,42139,582.5295,60381.273292551,191.941,44.7192,-54.8716,310
437,6.4,175,10,0,63,48,164,168,42047,581.2578,60381.273277831,214.26,44.56828,-55.20532,311
438,6.2,176,10,0,63,48,164,162,42047,581.2578,60381.273277831,214.26,44.56075,-55.20529,311
439,6.0,65,131,0,253,51,164,158,42237,583.8843,60381.273308231,227.651,45.38929,-54.68597,312
440,6.0,62,206,0,59,85,164,158,42043,581.2025,60381.273277191,379.419,45.40835,-54.36309,313
441,6.0,126,45,0,244,104,164,158,42228,583.7599,60381.273306791,464.23,44.93628,-55.05617,314
442,6.1,22,163,5,76,142,164,161,42060,581.4374,60381.273279911,633.853,45.70707,-54.54613,315
443,6.5,12,63,1,82,15,165,171,42322,585.0593,60381.273321831,66.956,45.79083,-54.97486,316
444,6.2,12,64,1,82,15,165,162,42322,585.0593,60381.273321831,66.956,45.79072,-54.97057,316
445,6.2,12,63,1,83,16,165,162,42323,585.0732,60381.273321991,71.42,45.79083,-54.97486,316
446,6.0,183,224,0,62,45,165,158,42302,584.7828,60381.273318631,200.869,44.51693,-54.28591,317
447,6.2,18,52,1,212,100,165,163,42452,586.8564,60381.273342631,446.375,45.7469,-55.02242,318
448,6.0,64,214,4,17,110,165,158,42257,584.1608,60381.273311431,491.013,45.39331,-54.32869,319
449,6.1,194,177,0,122,93,166,161,42618,589.1512,60381.273369191,415.129,44.43302,-54.48801,320
450,6.1,159,73,1,33,105,166,160,42529,587.9209,60381.273354951,468.694,44.68912,-54.93587,321
451,6.2,202,102,3,232,109,166,163,42728,590.6719,60381.273386791,486.549,44.36943,-54.81006,322
452,6.0,252,58,0,181,27,168,158,43189,597.0447,60381.273460551,120.521,43.99369,-54.99573,323
453,6.1,37,112,0,37,30,168,160,43045,595.0541,60381.273437511,133.913,45.59921,-54.76625,324
454,6.0,193,196,1,238,86,169,158,43502,601.3716,60381.273510631,383.883,44.44158,-54.40623,325
455,6.5,48,92,0,51,40,170,170,43571,602.3255,60381.273521671,178.55,45.51847,-54.85268,326
456,6.2,157,19,5,12,105,171,162,43788,605.3253,60381.273556391,468.694,44.70367,-55.16723,327
457,6.1,51,63,5,154,159,171,160,43930,607.2883,60381.273579111,709.736,45.4981,-54.9772,328
458,6.3,72,159,0,181,51,172,167,44213,611.2005,60381.273624391,227.651,45.33603,-54.56584,329
459,6.0,72,159,0,182,52,172,159,44214,611.2144,60381.273624551,232.115,45.33603,-54.56584,329
460,6.1,39,167,1,189,83,173,161,44477,614.85,60381.273666631,370.491,45.58055,-54.52994,330
461,6.0,244,57,0,156,108,173,158,44444,614.3939,60381.273661351,482.085,44.05335,-55.00061,331
462,6.0,138,168,0,105,41,174,158,44649,617.2278,60381.273694151,183.014,44.84671,-54.52805,332
463,6.1,180,67,1,87,160,175,160,44887,620.5179,60381.273732231,714.2,44.53204,-54.96106,333
464,6.2,55,1,1,163,111,176,164,45219,625.1075,60381.273785351,495.476,45.47291,-55.24283,334
465,6.1,107,246,0,195,136,176,160,45251,625.5498,60381.273790471,607.07,45.07621,-54.19178,335
466,6.2,80,16,1,32,3,177,162,45344,626.8354,60381.273805351,13.391,45.28326,-55.17961,336
467,6.0,178,251,0,130,120,178,159,45698,631.7291,60381.273861991,535.65,44.55526,-54.16957,337
468,6.0,28,109,1,106,156,178,159,45674,631.3974,60381.273858151,696.345,45.66665,-54.7786,338
469,6.0,103,42,0,245,108,179,158,46069,636.8578,60381.273921351,482.085,45.10897,-55.06882,339
470,6.2,53,110,3,156,86,182,162,46748,646.2443,60381.274029991,383.883,45.47991,-54.77566,340
471,6.0,5,103,6,91,92,183,159,46939,648.8848,60381.274060551,410.665,45.83909,-54.80276,341
472,6.0,172,194,1,71,137,183,158,46919,648.6083,60381.274057351,611.534,44.59629,-54.41554,342
473,6.2,10,139,5,184,156,183,163,47032,650.1703,60381.274075431,696.345,45.7983,-54.6485,343
474,6.2,11,139,5,184,156,183,164,47032,650.1703,60381.274075431,696.345,45.79086,-54.64857,343
475,6.4,10,139,5,184,157,183,169,47032,650.1703,60381.274075431,700.809,45.7983,-54.6485,343
476,6.6,11,139,5,184,157,183,175,47032,650.1703,60381.274075431,700.809,45.79086,-54.64857,343
477,6.2,10,139,5,185,158,183,162,47033,650.1842,60381.274075591,705.273,45.7983,-54.6485,343
478,6.2,11,139,5,185,158,183,164,47033,650.1842,60381.274075591,705.273,45.79086,-54.64857,343
479,6.4,10,139,4,185,159,183,168,47033,650.1842,60381.274075591,709.736,45.7983,-54.6485,343
480,6.6,10,139,3,185,160,183,174,47033,650.1842,60381.274075591,714.2,45.7983,-54.6485,343
481,6.3,11,139,3,185,160,183,166,47033,650.1842,60381.274075591,714.2,45.79086,-54.64857,343
482,6.5,10,139,2,185,161,183,172,47033,650.1842,60381.274075591,718.664,45.7983,-54.6485,343
483,6.0,98,161,1,230,95,184,158,47334,654.3452,60381.274123751,424.056,45.14308,-54.55792,344
484,6.0,83,115,6,65,103,184,158,47169,652.0643,60381.274097351,459.766,45.25587,-54.7553,345
485,6.3,218,49,0,184,123,184,166,47288,653.7093,60381.274116391,549.041,44.24712,-55.03653,346
486,6.1,187,70,1,72,159,184,161,47176,652.161,60381.274098471,709.736,44.47983,-54.94796,347
487,6.3,150,189,0,241,19,185,165,47601,658.0363,60381.274166472,84.811,44.75845,-54.43752,348
488,6.1,151,189,0,241,19,185,160,47601,658.0363,60381.274166472,84.811,44.75107,-54.43751,348
489,6.2,172,102,1,123,37,185,163,47483,656.405,60381.274147591,165.159,44.59276,-54.81115,349
490,6.2,173,102,1,123,37,185,162,47483,656.405,60381.274147591,165.159,44.58532,-54.81112,349
491,6.2,205,130,0,61,143,187,164,47933,662.6258,60381.274219591,638.316,44.34874,-54.68967,350
492,6.0,108,78,0,101,147,187,158,47973,663.1788,60381.274225991,656.172,45.07038,-54.9146,351
493,6.2,165,39,3,222,131,188,162,48350,668.3904,60381.274286311,584.751,44.64375,-55.08145,352
494,6.2,238,45,1,3,8,189,162,48387,668.9019,60381.274292231,35.71,44.09727,-55.05243,353
495,6.2,20,169,5,100,99,190,162,48740,673.7817,60381.274348711,441.911,45.72142,-54.52018,354
496,6.1,191,166,0,232,153,190,160,48872,675.6065,60381.274369831,682.954,44.45453,-54.53547,355
497,6.0,224,153,1,16,98,193,159,49424,683.2374,60381.274458151,437.448,44.2096,-54.58978,356
498,6.1,129,182,0,52,84,195,161,49972,690.8129,60381.274545831,374.955,44.91348,-54.46782,357
499,6.0,250,206,0,86,92,196,159,50262,694.8219,60381.274592231,410.665,44.02289,-54.35988,358
500,6.0,98,177,0,193,18,198,158,50881,703.379,60381.274691271,80.348,45.14283,-54.48906,359
501,6.0,99,247,0,203,55,198,159,50891,703.5172,60381.274692871,245.506,45.13497,-54.18734,360
502,6.5,75,144,0,216,135,198,170,50904,703.6969,60381.274694951,602.606,45.31432,-54.63045,361
503,6.2,97,223,0,209,144,198,162,50897,703.6002,60381.274693832,642.78,45.14976,-54.29085,362
504,6.2,202,47,0,211,29,199,164,51155,707.1667,60381.274735111,129.449,44.36674,-55.04591,363
505,6.0,203,47,0,211,29,199,159,51155,707.1667,60381.274735111,129.449,44.35925,-55.04586,363
506,6.1,98,71,3,5,150,199,160,50949,704.319,60381.274702151,669.563,45.14542,-54.94447,364
507,6.1,98,72,6,10,153,199,160,50954,704.3881,60381.274702951,682.954,45.14539,-54.94018,365
508,6.3,51,22,0,132,80,203,167,52100,720.2304,60381.274886311,357.1,45.50128,-55.1528,366
509,6.1,23,190,1,127,42,204,161,52351,723.7002,60381.274926471,187.478,45.69763,-54.42996,367
510,6.2,6,71,0,149,57,204,162,52373,724.0043,60381.274929991,254.434,45.83494,-54.94011,368
511,6.1,7,72,0,149,57,204,161,52373,724.0043,60381.274929991,254.434,45.82733,-54.9359,368
512,6.0,46,138,0,42,154,208,159,53290,736.681,60381.275076711,687.418,45.53032,-54.65503,369
513,6.0,255,5,1,194,126,210,158,53954,745.8601,60381.275182951,562.433,43.9668,-55.2224,370
514,6.0,28,229,0,242,105,213,158,54770,757.1405,60381.275313511,468.694,45.65818,-54.26218,371
515,6.0,154,236,6,66,17,214,158,54850,758.2464,60381.275326311,75.884,44.73059,-54.23486,372
516,6.1,154,236,5,67,18,214,160,54851,758.2603,60381.275326471,80.348,44.73059,-54.23486,372
517,6.0,154,236,5,67,19,214,158,54851,758.2603,60381.275326471,84.811,44.73059,-54.23486,372
518,6.1,154,236,5,67,20,214,160,54851,758.2603,60381.275326471,89.275,44.73059,-54.23486,372
519,6.0,58,32,1,243,0,215,158,55283,764.2322,60381.275395591,0.0,45.44777,-55.11031,373
520,6.0,71,40,2,224,147,217,158,55776,771.0474,60381.275474471,656.172,45.34946,-55.07657,374
521,6.0,97,24,1,168,5,218,158,55976,773.8122,60381.275506471,22.319,45.15478,-55.14579,375
522,6.2,96,24,0,168,6,218,162,55976,773.8122,60381.275506471,26.783,45.16231,-55.14577,375
523,6.3,97,24,0,168,6,218,166,55976,773.8122,60381.275506471,26.783,45.15478,-55.14579,375
524,6.0,97,24,1,169,7,218,158,55977,773.826,60381.275506631,31.246,45.15478,-55.14579,375
525,6.1,214,102,3,9,69,218,160,55817,771.6142,60381.275481031,307.999,44.28012,-54.80947,376
526,6.0,214,102,7,14,79,218,159,55822,771.6833,60381.275481831,352.636,44.28012,-54.80947,377
527,6.6,63,155,0,149,15,219,173,56213,777.0885,60381.275544391,66.956,45.403,-54.5827,378
528,6.0,164,247,0,26,125,221,159,56602,782.4661,60381.275606631,557.969,44.65767,-54.1872,379
529,6.1,181,184,1,102,94,227,160,58214,804.7504,60381.275864552,419.593,44.52937,-54.45834,380
530,6.0,181,184,1,103,95,227,158,58215,804.7642,60381.275864711,424.056,44.52937,-54.45834,380
531,6.4,150,59,1,74,78,228,168,58442,807.9022,60381.275901031,348.173,44.75629,-54.99603,381
532,6.0,206,61,5,205,131,229,159,58829,813.2521,60381.275962951,584.751,44.33744,-54.98573,382
533,6.2,206,61,4,205,132,229,162,58829,813.2521,60381.275962951,589.215,44.33744,-54.98573,382
534,6.0,206,61,3,204,133,229,158,58828,813.2383,60381.275962791,593.679,44.33744,-54.98573,382
