,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id,spatial_id,mSNR,mSlope,mSlopeSmooth,lpix_rms,mpix_rms,num_samps,centl,centm,num_spatial,PSR_name,PSR_sep,RACS_name,RACS_sep,NEW_name,NEW_sep
662,8.0,10,25,0,83,77,52,250,13395,185.1725,60424.610017031,296.241,193.36873,-64.38684,678,-1,1.0,0.0,0.0,0.522,0.505,11,10.55,25.64,1,,,,,,
668,6.6,10,25,6,106,42,53,207,13674,189.0294,60424.610061671,161.586,193.36873,-64.38684,684,-1,1.0,0.0,0.0,0.0,0.0,5,10.0,25.0,1,,,,,,
669,23.7,10,26,0,136,77,53,741,13704,189.4441,60424.610066471,296.241,193.36853,-64.38257,685,-1,1.0,0.0,0.0,0.899,0.451,128,10.4,25.72,1,,,,,,
670,18.1,10,25,0,108,77,53,568,13676,189.057,60424.610061991,296.241,193.36873,-64.38684,686,-1,1.0,0.0,0.0,0.84,0.347,80,10.45,25.14,1,,,,,,
671,16.3,10,25,1,220,76,53,511,13788,190.6053,60424.610079911,292.394,193.36873,-64.38684,687,-1,1.0,0.0,0.0,0.806,0.499,63,10.21,25.57,1,,,,,,
672,10.5,10,26,0,24,78,53,330,13592,187.8958,60424.610048551,300.088,193.36853,-64.38257,688,-1,1.0,0.0,0.0,0.612,0.169,35,10.49,25.97,1,,,,,,
673,9.5,10,25,0,80,78,53,297,13648,188.67,60424.610057511,300.088,193.36873,-64.38684,690,-1,1.0,0.0,0.0,0.663,0.514,14,10.14,25.57,1,,,,,,
674,6.7,10,25,0,192,77,53,211,13760,190.2182,60424.610075431,296.241,193.36873,-64.38684,691,-1,1.0,0.0,0.0,0.447,0.548,5,10.2,25.4,1,,,,,,
675,6.9,10,25,7,149,90,53,216,13717,189.6238,60424.610068551,346.256,193.36873,-64.38684,692,-1,1.0,0.0,0.0,0.577,0.0,3,10.33,25.0,1,,,,,,
683,18.0,10,26,1,49,77,54,563,13873,191.7803,60424.610093511,296.241,193.36853,-64.38257,700,-1,1.0,0.0,0.0,0.871,0.493,92,10.21,25.4,1,,,,,,
685,21.0,10,25,1,246,77,54,659,14070,194.5037,60424.610125031,296.241,193.36873,-64.38684,702,-1,1.0,0.0,0.0,1.038,0.441,126,10.06,25.26,1,,,,,,
686,13.7,10,26,1,218,77,54,429,14042,194.1166,60424.610120551,296.241,193.36853,-64.38257,703,-1,1.0,0.0,0.0,0.979,0.487,49,10.57,25.63,1,,,,,,
687,15.3,10,26,0,161,77,54,479,13985,193.3286,60424.610111431,296.241,193.36853,-64.38257,704,-1,1.0,0.0,0.0,0.705,0.449,55,10.15,25.73,1,,,,,,
688,14.2,10,25,0,133,77,54,444,13957,192.9416,60424.610106951,296.241,193.36873,-64.38684,705,-1,1.0,0.0,0.0,0.881,0.357,48,10.23,25.15,1,,,,,,
689,10.0,10,26,0,21,78,54,314,13845,191.3933,60424.610089031,300.088,193.36853,-64.38257,706,-1,1.0,0.0,0.0,0.73,0.25,16,10.5,25.94,1,,,,,,
690,11.8,10,25,0,105,77,54,371,13929,192.5545,60424.610102471,296.241,193.36873,-64.38684,707,-1,1.0,0.0,0.0,0.834,0.43,30,10.17,25.23,1,,,,,,
691,9.0,11,26,0,189,77,54,281,14013,193.7157,60424.610115911,296.241,193.3586,-64.38268,708,-1,1.0,0.0,0.0,0.518,0.0,8,10.62,26.0,1,,,,,,
692,10.2,10,26,0,77,77,54,320,13901,192.1674,60424.610097991,296.241,193.36853,-64.38257,709,-1,1.0,0.0,0.0,0.801,0.48,13,10.15,25.69,1,,,,,,
698,15.8,10,25,1,74,77,55,494,14154,195.6649,60424.610138471,296.241,193.36873,-64.38684,715,-1,1.0,0.0,0.0,0.71,0.281,82,9.88,25.09,1,,,,,,
699,16.1,10,25,1,46,77,55,503,14126,195.2778,60424.610133991,296.241,193.36873,-64.38684,718,-1,1.0,0.0,0.0,0.869,0.501,82,10.24,25.55,1,,,,,,
700,12.2,10,26,1,18,77,55,383,14098,194.8907,60424.610129511,296.241,193.36853,-64.38257,719,-1,1.0,0.0,0.0,0.763,0.25,31,10.13,25.94,1,,,,,,
701,15.5,10,26,0,186,77,55,485,14266,197.2132,60424.610156391,296.241,193.36853,-64.38257,720,-1,1.0,0.0,0.0,0.754,0.487,36,9.94,25.36,1,,,,,,
702,12.9,10,25,0,214,77,55,404,14294,197.6003,60424.610160871,296.241,193.36873,-64.38684,721,-1,1.0,0.0,0.0,0.839,0.347,44,10.25,25.14,1,,,,,,
703,11.8,10,26,1,242,76,55,369,14322,197.9873,60424.610165351,292.394,193.36853,-64.38257,722,-1,1.0,0.0,0.0,0.786,0.504,28,10.11,25.57,1,,,,,,
704,11.1,10,26,0,102,77,55,349,14182,196.052,60424.610142951,296.241,193.36853,-64.38257,723,-1,1.0,0.0,0.0,0.67,0.189,28,10.32,25.96,1,,,,,,
709,6.3,177,101,1,235,232,55,198,14315,197.8906,60424.610164231,892.57,191.71387,-64.06675,728,-1,1.0,0.0,0.0,0.0,0.0,3,177.0,101.0,1,,,,,,
714,16.7,10,25,0,155,77,56,523,14491,200.3236,60424.610192391,296.241,193.36873,-64.38684,733,-1,1.0,0.0,0.0,0.746,0.286,79,10.27,25.09,1,,,,,,
715,14.0,10,26,0,211,77,56,438,14547,201.0977,60424.610201351,296.241,193.36853,-64.38257,735,-1,1.0,0.0,0.0,0.776,0.503,57,10.4,25.46,1,,,,,,
716,11.6,10,25,0,239,77,56,363,14575,201.4848,60424.610205831,296.241,193.36873,-64.38684,736,-1,1.0,0.0,0.0,0.817,0.485,63,10.24,25.63,1,,,,,,
717,9.2,10,26,0,71,78,56,289,14407,199.1624,60424.610178951,300.088,193.36853,-64.38257,737,-1,1.0,0.0,0.0,0.699,0.497,14,10.21,25.64,1,,,,,,
722,6.1,44,113,5,103,250,56,192,14439,199.6047,60424.610184071,961.822,193.01918,-64.01315,742,-1,1.0,0.0,0.0,0.0,0.577,3,44.0,112.67,1,,,,,,
724,17.9,10,25,1,96,77,57,561,14688,203.0469,60424.610223911,296.241,193.36873,-64.38684,744,-1,1.0,0.0,0.0,0.846,0.487,129,10.16,25.62,1,,,,,,
725,18.4,10,25,0,236,77,57,577,14828,204.9823,60424.610246311,296.241,193.36873,-64.38684,745,-1,1.0,0.0,0.0,0.842,0.147,91,10.15,25.02,1,,,,,,
726,15.6,10,26,0,208,77,57,487,14800,204.5952,60424.610241831,296.241,193.36853,-64.38257,746,-1,1.0,0.0,0.0,0.803,0.449,55,10.15,25.73,1,,,,,,
727,11.2,10,25,1,39,76,57,350,14631,202.2589,60424.610214791,292.394,193.36873,-64.38684,747,-1,1.0,0.0,0.0,0.831,0.273,38,10.11,25.08,1,,,,,,
728,9.1,10,25,0,123,75,57,286,14715,203.4202,60424.610228231,288.546,193.36873,-64.38684,748,-1,1.0,0.0,0.0,0.737,0.452,19,10.11,25.26,1,,,,,,
729,10.4,10,26,0,152,77,57,327,14744,203.8211,60424.610232871,296.241,193.36853,-64.38257,749,-1,1.0,0.0,0.0,0.734,0.508,32,10.09,25.5,1,,,,,,
730,6.8,10,25,0,12,78,57,214,14604,201.8857,60424.610210471,300.088,193.36873,-64.38684,750,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,25.0,1,,,,,,
738,6.5,188,176,3,51,251,57,202,14643,202.4248,60424.610216711,965.669,191.61258,-63.74376,758,-1,1.0,0.0,0.0,0.0,0.0,6,188.0,176.0,1,,,,,,
739,13.5,10,26,1,93,77,58,422,14941,206.5444,60424.610264391,296.241,193.3685,-64.38257,759,-1,1.0,0.0,0.0,0.74,0.5,83,10.19,25.45,1,,,,,,
744,6.6,32,99,4,175,241,58,206,15023,207.6779,60424.610277511,927.196,193.1389,-64.07224,765,-1,1.0,0.0,0.0,0.0,0.0,5,32.0,99.0,1,,,,,,
746,6.1,103,23,3,107,250,58,191,14955,206.7379,60424.610266631,961.822,192.44411,-64.40147,767,-1,1.0,0.0,0.0,0.0,0.0,3,103.0,23.0,1,,,,,,
748,15.4,10,25,1,202,77,59,482,15306,211.5901,60424.610322791,296.241,193.3687,-64.38684,769,-1,1.0,0.0,0.0,0.923,0.501,128,10.29,25.53,1,,,,,,
750,15.3,10,25,0,230,77,59,479,15334,211.9772,60424.610327271,296.241,193.3687,-64.38684,771,-1,1.0,0.0,0.0,0.801,0.305,78,10.27,25.9,1,,,,,,
751,8.3,10,26,1,62,78,59,261,15166,209.6548,60424.610300391,300.088,193.3685,-64.38257,773,-1,1.0,0.0,0.0,0.506,0.0,13,10.38,26.0,1,,,,,,
757,17.3,10,25,0,30,77,60,542,15390,212.7514,60424.610336231,296.241,193.3687,-64.38684,779,-1,1.0,0.0,0.0,1.019,0.477,108,10.17,25.34,1,,,,,,
758,15.3,10,26,1,143,77,60,478,15503,214.3135,60424.610354311,296.241,193.3685,-64.38257,780,-1,1.0,0.0,0.0,0.915,0.49,68,10.38,25.62,1,,,,,,
759,12.1,10,26,1,59,78,60,378,15419,213.1523,60424.610340871,300.088,193.3685,-64.38257,781,-1,1.0,0.0,0.0,0.772,0.284,35,10.14,25.91,1,,,,,,
760,11.9,10,26,1,87,77,60,372,15447,213.5393,60424.610345351,296.241,193.3685,-64.38257,782,-1,1.0,0.0,0.0,0.639,0.315,37,10.38,25.89,1,,,,,,
761,13.9,11,26,0,227,77,60,436,15587,215.4747,60424.610367751,296.241,193.35857,-64.38268,783,-1,1.0,0.0,0.0,0.839,0.502,54,10.56,25.44,1,,,,,,
762,14.8,10,26,0,255,77,60,463,15615,215.8618,60424.610372231,296.241,193.3685,-64.38257,784,-1,1.0,0.0,0.0,0.704,0.414,65,10.14,25.22,1,,,,,,
763,11.8,11,26,1,115,77,60,368,15475,213.9264,60424.610349831,296.241,193.35857,-64.38268,785,-1,1.0,0.0,0.0,0.881,0.416,28,10.46,25.89,1,,,,,,
764,10.9,10,25,1,171,77,60,341,15531,214.7005,60424.610358791,296.241,193.3687,-64.38684,786,-1,1.0,0.0,0.0,0.698,0.447,27,10.11,25.26,1,,,,,,
771,21.4,10,26,1,112,77,61,669,15728,217.4239,60424.610390311,296.241,193.3685,-64.38257,793,-1,1.0,0.0,0.0,1.0,0.375,172,10.35,25.83,1,,,,,,
772,17.8,10,26,1,196,77,61,558,15812,218.5851,60424.610403751,296.241,193.3685,-64.38257,794,-1,1.0,0.0,0.0,0.898,0.409,124,10.25,25.79,1,,,,,,
773,20.1,10,26,1,168,77,61,629,15784,218.198,60424.610399271,296.241,193.3685,-64.38257,795,-1,1.0,0.0,0.0,0.919,0.447,125,10.36,25.73,1,,,,,,
775,14.1,10,25,0,224,78,61,441,15840,218.9722,60424.610408231,300.088,193.3687,-64.38684,797,-1,1.0,0.0,0.0,0.904,0.505,55,10.33,25.49,1,,,,,,
776,14.5,10,26,0,252,77,61,454,15868,219.3592,60424.610412711,296.241,193.3685,-64.38257,798,-1,1.0,0.0,0.0,0.853,0.409,67,10.7,25.88,1,,,,,,
777,11.0,10,26,1,140,77,61,343,15756,217.8109,60424.610394791,296.241,193.3685,-64.38257,799,-1,1.0,0.0,0.0,0.737,0.338,24,10.25,25.88,1,,,,,,
783,18.8,10,26,1,193,77,62,588,16065,222.0826,60424.610444231,296.241,193.3685,-64.38257,805,-1,1.0,0.0,0.0,0.897,0.489,127,10.31,25.61,1,,,,,,
784,12.4,10,26,0,221,78,62,387,16093,222.4696,60424.610448711,300.088,193.3685,-64.38257,806,-1,1.0,0.0,0.0,0.638,0.0,34,10.32,26.0,1,,,,,,
785,12.3,10,26,0,249,77,62,386,16121,222.8567,60424.610453191,296.241,193.3685,-64.38257,807,-1,1.0,0.0,0.0,0.879,0.499,32,10.47,25.41,1,,,,,,
786,9.8,10,25,1,109,77,62,306,15981,220.9213,60424.610430791,296.241,193.3687,-64.38684,808,-1,1.0,0.0,0.0,0.605,0.503,20,10.45,25.6,1,,,,,,
787,9.7,10,25,1,165,77,62,305,16037,221.6955,60424.610439751,296.241,193.3687,-64.38684,809,-1,1.0,0.0,0.0,0.672,0.0,41,10.27,25.0,1,,,,,,
788,10.3,10,26,0,80,77,62,324,15952,220.5204,60424.610426151,296.241,193.3685,-64.38257,810,-1,1.0,0.0,0.0,0.599,0.376,13,10.23,25.85,1,,,,,,
789,8.2,11,26,0,24,77,62,258,15896,219.7463,60424.610417191,296.241,193.35857,-64.38268,811,-1,1.0,0.0,0.0,0.516,0.0,6,10.67,26.0,1,,,,,,
790,7.4,11,26,0,52,77,62,231,15924,220.1334,60424.610421671,296.241,193.35857,-64.38268,812,-1,1.0,0.0,0.0,0.548,0.548,6,10.5,25.5,1,,,,,,
791,6.9,10,25,1,137,78,62,217,16009,221.3084,60424.610435271,300.088,193.3687,-64.38684,813,-1,1.0,0.0,0.0,0.5,0.5,4,10.25,25.25,1,,,,,,
795,6.2,243,85,6,125,163,62,193,15997,221.1425,60424.610433351,627.108,191.06296,-64.13046,817,-1,1.0,0.0,0.0,0.0,0.516,6,243.0,85.33,1,,,,,,
802,6.7,87,208,5,2,59,64,210,16386,226.5201,60424.610495591,226.99,192.59172,-63.60662,824,-1,1.0,0.0,0.0,0.0,0.0,6,87.0,208.0,1,,,,,,
803,18.5,10,26,0,77,77,63,579,16205,224.0179,60424.610466631,296.241,193.3685,-64.38257,825,-1,1.0,0.0,0.0,0.763,0.389,66,10.18,25.82,1,,,,,,
804,9.9,10,25,1,162,77,63,310,16290,225.193,60424.610480231,296.241,193.3687,-64.38684,826,-1,1.0,0.0,0.0,0.586,0.5,25,10.48,25.6,1,,,,,,
805,12.4,10,26,0,218,78,63,387,16346,225.9671,60424.610489191,300.088,193.3685,-64.38257,827,-1,1.0,0.0,0.0,0.689,0.384,29,10.24,25.83,1,,,,,,
806,11.4,10,25,1,190,77,63,357,16318,225.58,60424.610484711,296.241,193.3687,-64.38684,828,-1,1.0,0.0,0.0,0.624,0.351,36,10.31,25.14,1,,,,,,
807,12.1,10,26,0,49,77,63,380,16177,223.6308,60424.610462151,296.241,193.3685,-64.38257,829,-1,1.0,0.0,0.0,0.882,0.0,31,10.39,26.0,1,,,,,,
808,8.3,10,26,1,105,76,63,261,16233,224.405,60424.610471111,292.394,193.3685,-64.38257,830,-1,1.0,0.0,0.0,0.738,0.483,10,9.9,25.7,1,,,,,,
809,10.3,10,25,0,246,77,63,323,16374,226.3542,60424.610493671,296.241,193.3687,-64.38684,831,-1,1.0,0.0,0.0,0.683,0.516,16,10.25,25.5,1,,,,,,
815,16.4,10,25,1,131,77,64,514,16515,228.3034,60424.610516231,296.241,193.3687,-64.38684,837,-1,1.0,0.0,0.0,0.897,0.36,93,10.31,25.15,1,,,,,,
816,15.1,10,26,1,215,77,64,473,16599,229.4646,60424.610529671,296.241,193.3685,-64.38257,839,-1,1.0,0.0,0.0,0.756,0.467,61,10.28,25.69,1,,,,,,
818,9.4,10,26,1,102,76,64,293,16486,227.9025,60424.610511591,292.394,193.3685,-64.38257,841,-1,1.0,0.0,0.0,0.678,0.0,25,10.28,26.0,1,,,,,,
819,8.2,10,25,0,18,77,64,257,16402,226.7412,60424.610498151,296.241,193.3687,-64.38684,842,-1,1.0,0.0,0.0,0.548,0.0,5,10.4,25.0,1,,,,,,
828,16.5,10,25,1,212,77,65,516,16852,232.9621,60424.610570151,296.241,193.3687,-64.38684,852,-1,1.0,0.0,0.0,0.845,0.302,119,10.29,25.1,1,,,,,,
829,14.5,10,26,1,240,77,65,453,16880,233.3491,60424.610574631,296.241,193.3685,-64.38257,853,-1,1.0,0.0,0.0,0.762,0.496,82,10.29,25.59,1,,,,,,
830,16.6,10,25,1,15,77,65,521,16655,230.2387,60424.610538631,296.241,193.3687,-64.38684,854,-1,1.0,0.0,0.0,0.849,0.328,83,10.36,25.88,1,,,,,,
831,10.0,10,26,0,43,77,65,314,16683,230.6258,60424.610543111,296.241,193.3685,-64.38257,855,-1,1.0,0.0,0.0,0.639,0.224,20,10.25,25.95,1,,,,,,
832,8.7,10,25,0,127,77,65,272,16767,231.787,60424.610556551,296.241,193.3687,-64.38684,856,-1,1.0,0.0,0.0,0.571,0.508,26,10.38,25.46,1,,,,,,
833,7.8,10,25,1,184,77,65,244,16824,232.575,60424.610565671,296.241,193.3687,-64.38684,857,-1,1.0,0.0,0.0,0.492,0.51,22,10.36,25.45,1,,,,,,
840,16.3,10,25,1,237,77,66,509,17133,236.8466,60424.610615111,296.241,193.3687,-64.38684,864,-1,1.0,0.0,0.0,0.878,0.432,82,10.52,25.76,1,,,,,,
841,11.4,10,26,0,96,77,66,356,16992,234.8974,60424.610592551,296.241,193.3685,-64.38257,865,-1,1.0,0.0,0.0,0.724,0.0,52,10.15,26.0,1,,,,,,
842,10.6,10,25,1,208,75,66,331,17104,236.4457,60424.610610471,288.546,193.3687,-64.38684,866,-1,1.0,0.0,0.0,0.607,0.49,50,10.28,25.38,1,,,,,,
843,10.8,10,26,0,40,77,66,339,16936,234.1233,60424.610583591,296.241,193.3685,-64.38257,867,-1,1.0,0.0,0.0,0.75,0.504,30,10.3,25.57,1,,,,,,
846,6.6,47,148,3,122,242,66,208,17018,235.2568,60424.610596711,931.043,192.98549,-63.86297,870,-1,1.0,0.0,0.0,0.0,0.0,4,47.0,148.0,1,,,,,,
851,6.1,254,200,5,148,19,67,192,17300,239.1552,60424.610641831,73.098,190.97643,-63.63478,875,-1,1.0,0.0,0.0,0.577,0.577,3,254.33,200.33,1,,,,,,
852,17.7,10,25,0,121,77,67,555,17273,238.782,60424.610637511,296.241,193.3687,-64.38684,876,-1,1.0,0.0,0.0,0.793,0.464,94,10.39,25.69,1,,,,,,
853,13.4,10,25,0,93,77,67,421,17245,238.3949,60424.610633031,296.241,193.3687,-64.38684,877,-1,1.0,0.0,0.0,0.816,0.391,49,10.43,25.18,1,,,,,,
854,9.7,10,26,0,149,77,67,303,17301,239.169,60424.610641991,296.241,193.3685,-64.38257,878,-1,1.0,0.0,0.0,0.728,0.509,29,10.38,25.52,1,,,,,,
855,8.1,10,25,1,9,77,67,255,17161,237.2337,60424.610619591,296.241,193.3687,-64.38684,879,-1,1.0,0.0,0.0,0.518,0.0,8,10.38,25.0,1,,,,,,
856,7.5,10,25,1,65,77,67,236,17217,238.0078,60424.610628551,296.241,193.3687,-64.38684,880,-1,1.0,0.0,0.0,0.5,0.0,4,10.25,25.0,1,,,,,,
857,7.2,10,25,0,177,77,67,225,17329,239.5561,60424.610646471,296.241,193.3687,-64.38684,881,-1,1.0,0.0,0.0,0.0,0.577,3,10.0,25.33,1,,,,,,
860,6.4,170,45,3,128,229,67,199,17280,238.8787,60424.610638631,881.028,191.77916,-64.30692,884,-1,1.0,0.0,0.0,0.0,0.0,6,170.0,45.0,1,,,,,,
861,12.5,10,25,0,174,77,68,392,17582,243.0536,60424.610686951,296.241,193.3687,-64.38684,885,-1,1.0,0.0,0.0,0.684,0.317,54,10.15,25.11,1,,,,,,
862,8.5,10,25,0,90,77,68,266,17498,241.8923,60424.610673511,296.241,193.3687,-64.38684,886,-1,1.0,0.0,0.0,0.483,0.0,10,10.3,25.0,1,,,,,,
863,6.6,10,25,1,5,76,68,207,17413,240.7173,60424.610659911,292.394,193.3687,-64.38684,887,-1,1.0,0.0,0.0,0.0,0.0,4,10.0,25.0,1,,,,,,
864,13.6,10,25,0,143,77,69,425,17807,246.164,60424.610722951,296.241,193.3687,-64.38684,888,-1,1.0,0.0,0.0,0.779,0.491,47,10.04,25.38,1,,,,,,
865,7.8,10,25,1,3,77,69,243,17667,244.2286,60424.610700551,296.241,193.3687,-64.38684,889,-1,1.0,0.0,0.0,0.689,0.519,13,10.15,25.46,1,,,,,,
866,6.5,10,26,1,115,75,69,203,17779,245.7769,60424.610718471,288.546,193.3685,-64.38257,890,-1,1.0,0.0,0.0,0.0,0.0,5,10.0,26.0,1,,,,,,
867,8.3,10,25,0,171,77,69,261,17835,246.551,60424.610727431,296.241,193.3687,-64.38684,891,-1,1.0,0.0,0.0,0.467,0.467,11,10.27,25.27,1,,,,,,
868,12.4,10,25,1,28,77,70,389,17948,248.1132,60424.610745511,296.241,193.36865,-64.38684,892,-1,1.0,0.0,0.0,0.721,0.27,39,10.18,25.08,1,,,,,,
869,9.8,10,25,0,56,78,70,306,17976,248.5002,60424.610749991,300.088,193.36865,-64.38684,893,-1,1.0,0.0,0.0,0.604,0.493,34,10.38,25.62,1,,,,,,
870,8.1,10,26,0,140,78,70,253,18060,249.6614,60424.610763431,300.088,193.36847,-64.38257,894,-1,1.0,0.0,0.0,0.515,0.0,12,10.42,26.0,1,,,,,,
872,15.6,10,25,0,221,77,71,490,18397,254.3201,60424.610817351,296.241,193.36865,-64.38684,896,-1,1.0,0.0,0.0,0.891,0.481,71,10.45,25.65,1,,,,,,
873,8.5,10,25,1,81,77,71,267,18257,252.3848,60424.610794951,296.241,193.36865,-64.38684,897,-1,1.0,0.0,0.0,0.63,0.506,13,10.31,25.62,1,,,,,,
874,7.6,10,25,1,134,77,72,239,18566,256.6564,60424.610844391,296.241,193.36865,-64.38684,898,-1,1.0,0.0,0.0,0.514,0.469,14,10.43,25.71,1,,,,,,
877,7.6,10,25,1,43,75,74,237,18987,262.4763,60424.610911751,288.546,193.36865,-64.38684,901,-1,1.0,0.0,0.0,0.676,0.352,15,10.2,25.13,1,,,,,,
878,6.8,10,26,0,72,78,74,214,19016,262.8772,60424.610916391,300.088,193.36847,-64.38257,902,-1,1.0,0.0,0.0,0.535,0.488,7,10.57,25.71,1,,,,,,
879,9.1,11,26,0,40,77,75,285,19240,265.9738,60424.610952231,296.241,193.35854,-64.38268,903,-1,1.0,0.0,0.0,0.582,0.368,26,10.54,25.85,1,,,,,,
881,12.2,10,26,1,178,77,76,381,19634,271.4204,60424.611015271,296.241,193.36847,-64.38257,905,-1,1.0,0.0,0.0,0.72,0.442,73,10.19,25.26,1,,,,,,
882,12.8,10,25,0,3,78,78,400,19971,276.0791,60424.611069191,300.088,193.36865,-64.38684,906,-1,1.0,0.0,0.0,0.816,0.315,46,10.15,25.89,1,,,,,,
883,10.3,10,25,1,141,78,79,321,20365,281.5258,60424.611132231,300.088,193.36865,-64.38684,907,-1,1.0,0.0,0.0,0.707,0.174,33,10.0,25.03,1,,,,,,
884,10.2,10,25,1,169,77,79,318,20393,281.9128,60424.611136711,296.241,193.36865,-64.38684,908,-1,1.0,0.0,0.0,0.673,0.384,29,10.1,25.17,1,,,,,,
885,7.7,10,25,1,78,77,81,240,20814,287.7327,60424.611204071,296.241,193.36865,-64.38684,909,-1,1.0,0.0,0.0,0.352,0.414,15,10.13,25.2,1,,,,,,
886,8.9,10,25,0,22,78,81,279,20758,286.9586,60424.611195111,300.088,193.36865,-64.38684,910,-1,1.0,0.0,0.0,0.626,0.0,23,10.13,25.0,1,,,,,,
887,12.2,10,25,0,159,77,82,382,21151,292.3914,60424.611257991,296.241,193.36862,-64.38684,911,-1,1.0,0.0,0.0,0.715,0.366,108,10.11,25.16,1,,,,,,
889,8.6,10,25,0,12,75,84,269,21516,297.4372,60424.611316391,288.546,193.36862,-64.38684,913,-1,1.0,0.0,0.0,0.51,0.368,26,10.5,25.85,1,,,,,,
890,9.3,10,26,1,41,78,84,290,21545,297.8381,60424.611321031,300.088,193.36844,-64.38257,914,-1,1.0,0.0,0.0,0.587,0.0,20,10.35,26.0,1,,,,,,
891,6.7,10,26,1,69,77,84,210,21573,298.2252,60424.611325511,296.241,193.36844,-64.38257,915,-1,1.0,0.0,0.0,0.516,0.516,6,10.33,25.67,1,,,,,,
892,12.6,10,25,0,122,77,85,393,21882,302.4968,60424.611374951,296.241,193.36862,-64.38684,916,-1,1.0,0.0,0.0,0.74,0.502,33,10.21,25.42,1,,,,,,
893,7.9,10,26,0,93,75,85,246,21853,302.0959,60424.611370311,288.546,193.36844,-64.38257,917,-1,1.0,0.0,0.0,0.522,0.0,12,10.5,26.0,1,,,,,,
896,7.3,11,26,1,88,77,87,229,22360,309.1046,60424.611451431,296.241,193.35851,-64.38268,920,-1,1.0,0.0,0.0,0.514,0.363,14,10.43,25.86,1,,,,,,
899,6.6,10,26,1,56,76,88,206,22584,312.2012,60424.611487271,292.394,193.36844,-64.38257,923,-1,1.0,0.0,0.0,0.0,0.0,5,10.0,26.0,1,,,,,,
900,10.4,10,26,1,82,78,89,325,22866,316.0996,60424.611532391,300.088,193.36844,-64.38257,924,-1,1.0,0.0,0.0,0.724,0.18,31,10.48,25.97,1,,,,,,
901,8.5,10,25,0,166,78,89,266,22950,317.2608,60424.611545831,300.088,193.36862,-64.38684,925,-1,1.0,0.0,0.0,0.516,0.512,16,10.5,25.56,1,,,,,,
902,7.5,10,26,0,250,78,89,234,23034,318.422,60424.611559271,300.088,193.36844,-64.38257,926,-1,1.0,0.0,0.0,0.519,0.0,13,10.46,26.0,1,,,,,,
903,8.1,10,25,1,138,77,89,254,22922,316.8737,60424.611541351,296.241,193.36862,-64.38684,927,-1,1.0,0.0,0.0,0.535,0.488,7,10.43,25.71,1,,,,,,
905,8.2,10,25,1,23,78,90,258,23063,318.8229,60424.611563911,300.088,193.36862,-64.38684,929,-1,1.0,0.0,0.0,0.501,0.494,29,10.41,25.62,1,,,,,,
906,7.9,10,25,1,107,78,90,248,23147,319.9841,60424.611577351,300.088,193.36862,-64.38684,930,-1,1.0,0.0,0.0,0.506,0.439,13,10.38,25.23,1,,,,,,
907,9.2,10,25,0,78,77,90,289,23118,319.5832,60424.611572711,296.241,193.36862,-64.38684,931,-1,1.0,0.0,0.0,0.555,0.506,13,10.15,25.38,1,,,,,,
908,8.9,10,26,1,135,77,90,280,23175,320.3712,60424.611581831,296.241,193.36844,-64.38257,932,-1,1.0,0.0,0.0,0.512,0.218,21,10.48,25.95,1,,,,,,
910,16.9,10,26,1,160,77,91,528,23456,324.2557,60424.611626791,296.241,193.36844,-64.38257,934,-1,1.0,0.0,0.0,0.858,0.426,102,10.24,25.76,1,,,,,,
911,11.6,10,25,1,131,76,91,364,23427,323.8549,60424.611622151,292.394,193.36862,-64.38684,935,-1,1.0,0.0,0.0,0.799,0.493,56,10.38,25.39,1,,,,,,
912,12.2,10,25,0,188,78,91,382,23484,324.6428,60424.611631271,300.088,193.36862,-64.38684,937,-1,1.0,0.0,0.0,0.65,0.392,33,10.21,25.18,1,,,,,,
913,6.5,10,26,1,216,77,91,203,23512,325.0299,60424.611635751,296.241,193.36844,-64.38257,938,-1,1.0,0.0,0.0,0.548,0.0,5,10.4,26.0,1,,,,,,
916,17.4,10,26,1,213,77,92,544,23765,328.5274,60424.611676231,296.241,193.36844,-64.38257,941,-1,1.0,0.0,0.0,0.882,0.432,94,10.22,25.24,1,,,,,,
917,13.5,10,25,0,128,77,92,423,23680,327.3523,60424.611662631,296.241,193.36862,-64.38684,942,-1,1.0,0.0,0.0,0.815,0.503,45,10.29,25.56,1,,,,,,
918,12.9,10,26,1,185,77,92,403,23737,328.1403,60424.611671751,296.241,193.36844,-64.38257,943,-1,1.0,0.0,0.0,0.692,0.446,38,10.18,25.74,1,,,,,,
919,11.0,10,25,0,44,77,92,344,23596,326.1911,60424.611649191,296.241,193.36862,-64.38684,944,-1,1.0,0.0,0.0,0.719,0.516,16,10.12,25.5,1,,,,,,
920,11.1,10,26,0,100,77,92,346,23652,326.9652,60424.611658151,296.241,193.36844,-64.38257,945,-1,1.0,0.0,0.0,0.864,0.497,14,10.14,25.64,1,,,,,,
921,7.2,10,26,0,156,77,92,226,23708,327.7394,60424.611667111,296.241,193.36844,-64.38257,946,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,26.0,1,,,,,,
